'freq[cm-1]','tip3p[200ps/hann]', 'spce/qspcfw[200ps/hann]', 'spce/spcfw[200ps/hann]', 'spce[200ps/hann]', 'opc3pol[200ps/hann]'
27299.250000,0.495803,0.497341,0.501838,0.502577,0.505920
27300.900000,0.495810,0.497333,0.501840,0.502578,0.505919
27302.550000,0.495830,0.497349,0.501858,0.502579,0.505905
27304.200000,0.495835,0.497374,0.501905,0.502585,0.505881
27305.850000,0.495818,0.497365,0.501918,0.502579,0.505890
27307.500000,0.495805,0.497342,0.501875,0.502568,0.505921
27309.150000,0.495799,0.497347,0.501840,0.502563,0.505907
27310.800000,0.495802,0.497351,0.501840,0.502578,0.505885
27312.450000,0.495813,0.497341,0.501859,0.502576,0.505899
27314.100000,0.495834,0.497362,0.501881,0.502587,0.505903
27315.750000,0.495844,0.497374,0.501893,0.502602,0.505898
27317.400000,0.495837,0.497363,0.501868,0.502551,0.505896
27319.050000,0.495835,0.497340,0.501876,0.502519,0.505889
27320.700000,0.495833,0.497335,0.501930,0.502529,0.505889
27322.350000,0.495831,0.497374,0.501924,0.502532,0.505918
27324.000000,0.495834,0.497390,0.501898,0.502547,0.505953
27325.650000,0.495837,0.497359,0.501904,0.502552,0.505933
27327.300000,0.495856,0.497340,0.501913,0.502559,0.505915
27328.950000,0.495855,0.497350,0.501896,0.502582,0.505917
27330.600000,0.495834,0.497360,0.501875,0.502567,0.505904
27332.250000,0.495846,0.497384,0.501872,0.502559,0.505901
27333.900000,0.495845,0.497395,0.501867,0.502588,0.505921
27335.550000,0.495814,0.497383,0.501863,0.502572,0.505962
27337.200000,0.495797,0.497379,0.501852,0.502539,0.505960
27338.850000,0.495818,0.497354,0.501838,0.502554,0.505922
27340.500000,0.495874,0.497339,0.501839,0.502553,0.505916
27342.150000,0.495889,0.497358,0.501854,0.502541,0.505917
27343.800000,0.495861,0.497355,0.501874,0.502580,0.505907
27345.450000,0.495852,0.497341,0.501885,0.502621,0.505895
27347.100000,0.495842,0.497345,0.501874,0.502606,0.505880
27348.750000,0.495824,0.497349,0.501868,0.502573,0.505880
27350.400000,0.495819,0.497346,0.501865,0.502573,0.505909
27352.050000,0.495805,0.497344,0.501856,0.502573,0.505945
27353.700000,0.495797,0.497363,0.501868,0.502556,0.505954
27355.350000,0.495817,0.497381,0.501870,0.502552,0.505935
27357.000000,0.495815,0.497370,0.501856,0.502577,0.505909
27358.650000,0.495780,0.497346,0.501841,0.502588,0.505894
27360.300000,0.495777,0.497325,0.501825,0.502578,0.505896
27361.950000,0.495798,0.497321,0.501848,0.502591,0.505923
27363.600000,0.495808,0.497350,0.501880,0.502592,0.505925
27365.250000,0.495822,0.497370,0.501874,0.502582,0.505894
27366.900000,0.495844,0.497346,0.501869,0.502585,0.505886
27368.550000,0.495842,0.497334,0.501867,0.502564,0.505904
27370.200000,0.495830,0.497362,0.501843,0.502555,0.505931
27371.850000,0.495854,0.497378,0.501847,0.502577,0.505937
27373.500000,0.495871,0.497368,0.501880,0.502570,0.505940
27375.150000,0.495856,0.497355,0.501884,0.502567,0.505954
27376.800000,0.495842,0.497341,0.501859,0.502583,0.505939
27378.450000,0.495811,0.497326,0.501851,0.502572,0.505908
27380.100000,0.495807,0.497328,0.501862,0.502567,0.505893
27381.750000,0.495831,0.497358,0.501871,0.502573,0.505907
27383.400000,0.495838,0.497374,0.501886,0.502576,0.505929
27385.050000,0.495835,0.497368,0.501898,0.502599,0.505914
27386.700000,0.495813,0.497373,0.501888,0.502626,0.505899
27388.350000,0.495787,0.497380,0.501861,0.502616,0.505928
27390.000000,0.495797,0.497383,0.501839,0.502571,0.505955
27391.650000,0.495834,0.497354,0.501834,0.502551,0.505942
27393.300000,0.495856,0.497334,0.501834,0.502577,0.505912
27394.950000,0.495856,0.497364,0.501842,0.502586,0.505892
27396.600000,0.495843,0.497365,0.501865,0.502564,0.505901
27398.250000,0.495845,0.497358,0.501887,0.502562,0.505910
27399.900000,0.495865,0.497375,0.501878,0.502570,0.505910
27401.550000,0.495852,0.497367,0.501877,0.502549,0.505922
27403.200000,0.495827,0.497350,0.501888,0.502541,0.505908
27404.850000,0.495834,0.497356,0.501866,0.502574,0.505885
27406.500000,0.495863,0.497374,0.501855,0.502612,0.505885
27408.150000,0.495872,0.497354,0.501863,0.502620,0.505896
27409.800000,0.495863,0.497320,0.501857,0.502593,0.505894
27411.450000,0.495873,0.497318,0.501849,0.502577,0.505875
27413.100000,0.495873,0.497336,0.501854,0.502593,0.505880
27414.750000,0.495858,0.497355,0.501846,0.502608,0.505900
27416.400000,0.495846,0.497349,0.501837,0.502601,0.505904
27418.050000,0.495828,0.497358,0.501847,0.502604,0.505909
27419.700000,0.495813,0.497376,0.501864,0.502603,0.505931
27421.350000,0.495816,0.497365,0.501887,0.502558,0.505941
27423.000000,0.495839,0.497350,0.501883,0.502546,0.505926
27424.650000,0.495841,0.497349,0.501879,0.502570,0.505923
27426.300000,0.495827,0.497362,0.501898,0.502569,0.505915
27427.950000,0.495814,0.497364,0.501879,0.502570,0.505890
27429.600000,0.495790,0.497354,0.501844,0.502567,0.505898
27431.250000,0.495789,0.497363,0.501833,0.502558,0.505911
27432.900000,0.495829,0.497361,0.501837,0.502552,0.505910
27434.550000,0.495856,0.497338,0.501854,0.502572,0.505922
27436.200000,0.495855,0.497337,0.501847,0.502581,0.505920
27437.850000,0.495863,0.497340,0.501838,0.502548,0.505902
27439.500000,0.495856,0.497329,0.501873,0.502525,0.505898
27441.150000,0.495836,0.497326,0.501885,0.502534,0.505909
27442.800000,0.495843,0.497347,0.501866,0.502559,0.505925
27444.450000,0.495841,0.497370,0.501875,0.502562,0.505913
27446.100000,0.495829,0.497362,0.501886,0.502550,0.505868
27447.750000,0.495827,0.497351,0.501869,0.502554,0.505871
27449.400000,0.495826,0.497352,0.501883,0.502570,0.505896
27451.050000,0.495837,0.497369,0.501898,0.502582,0.505884
27452.700000,0.495842,0.497399,0.501894,0.502571,0.505887
27454.350000,0.495827,0.497413,0.501919,0.502544,0.505897
27456.000000,0.495823,0.497386,0.501920,0.502528,0.505880
27457.650000,0.495840,0.497361,0.501890,0.502528,0.505870
27459.300000,0.495832,0.497355,0.501853,0.502536,0.505866
27460.950000,0.495819,0.497330,0.501817,0.502561,0.505854
27462.600000,0.495813,0.497321,0.501818,0.502576,0.505856
27464.250000,0.495803,0.497329,0.501840,0.502576,0.505879
27465.900000,0.495809,0.497331,0.501854,0.502592,0.505900
27467.550000,0.495825,0.497325,0.501862,0.502598,0.505882
27469.200000,0.495857,0.497309,0.501875,0.502589,0.505859
27470.850000,0.495868,0.497321,0.501904,0.502570,0.505877
27472.500000,0.495847,0.497354,0.501915,0.502567,0.505899
27474.150000,0.495848,0.497355,0.501886,0.502592,0.505905
27475.800000,0.495860,0.497348,0.501869,0.502584,0.505905
27477.450000,0.495877,0.497358,0.501869,0.502570,0.505910
27479.100000,0.495882,0.497359,0.501844,0.502572,0.505900
27480.750000,0.495858,0.497368,0.501829,0.502554,0.505899
27482.400000,0.495845,0.497372,0.501843,0.502548,0.505916
27484.050000,0.495868,0.497362,0.501859,0.502568,0.505893
27485.700000,0.495891,0.497357,0.501876,0.502569,0.505854
27487.350000,0.495866,0.497350,0.501882,0.502559,0.505847
27489.000000,0.495838,0.497335,0.501871,0.502570,0.505880
27490.650000,0.495825,0.497329,0.501859,0.502573,0.505897
27492.300000,0.495826,0.497347,0.501853,0.502555,0.505880
27493.950000,0.495841,0.497365,0.501852,0.502556,0.505896
27495.600000,0.495848,0.497381,0.501846,0.502579,0.505929
27497.250000,0.495840,0.497397,0.501857,0.502578,0.505901
27498.900000,0.495822,0.497379,0.501877,0.502571,0.505871
27500.550000,0.495832,0.497367,0.501873,0.502569,0.505903
27502.200000,0.495849,0.497370,0.501873,0.502545,0.505925
27503.850000,0.495834,0.497348,0.501883,0.502549,0.505913
27505.500000,0.495813,0.497344,0.501888,0.502588,0.505883
27507.150000,0.495836,0.497368,0.501872,0.502587,0.505865
27508.800000,0.495866,0.497395,0.501867,0.502559,0.505886
27510.450000,0.495848,0.497401,0.501884,0.502544,0.505907
27512.100000,0.495828,0.497374,0.501871,0.502551,0.505910
27513.750000,0.495827,0.497354,0.501853,0.502572,0.505913
27515.400000,0.495839,0.497365,0.501847,0.502584,0.505913
27517.050000,0.495831,0.497395,0.501868,0.502573,0.505914
27518.700000,0.495812,0.497408,0.501896,0.502558,0.505920
27520.350000,0.495831,0.497375,0.501879,0.502564,0.505918
27522.000000,0.495836,0.497323,0.501855,0.502584,0.505933
27523.650000,0.495820,0.497297,0.501843,0.502590,0.505962
27525.300000,0.495819,0.497305,0.501848,0.502554,0.505959
27526.950000,0.495808,0.497325,0.501889,0.502529,0.505923
27528.600000,0.495826,0.497347,0.501909,0.502540,0.505899
27530.250000,0.495866,0.497349,0.501864,0.502534,0.505884
27531.900000,0.495849,0.497351,0.501844,0.502520,0.505873
27533.550000,0.495813,0.497370,0.501869,0.502537,0.505886
27535.200000,0.495815,0.497375,0.501878,0.502560,0.505902
27536.850000,0.495828,0.497361,0.501874,0.502588,0.505920
27538.500000,0.495828,0.497363,0.501869,0.502611,0.505927
27540.150000,0.495823,0.497360,0.501864,0.502582,0.505928
27541.800000,0.495825,0.497343,0.501865,0.502575,0.505933
27543.450000,0.495848,0.497339,0.501882,0.502609,0.505896
27545.100000,0.495866,0.497339,0.501886,0.502593,0.505873
27546.750000,0.495849,0.497334,0.501862,0.502560,0.505886
27548.400000,0.495832,0.497320,0.501865,0.502565,0.505898
27550.050000,0.495841,0.497323,0.501885,0.502578,0.505921
27551.700000,0.495845,0.497375,0.501876,0.502592,0.505949
27553.350000,0.495843,0.497405,0.501876,0.502594,0.505964
27555.000000,0.495875,0.497363,0.501904,0.502573,0.505947
27556.650000,0.495901,0.497346,0.501894,0.502554,0.505915
27558.300000,0.495864,0.497378,0.501849,0.502555,0.505917
27559.950000,0.495830,0.497386,0.501834,0.502549,0.505944
27561.600000,0.495839,0.497377,0.501843,0.502544,0.505922
27563.250000,0.495845,0.497388,0.501853,0.502566,0.505879
27564.900000,0.495849,0.497391,0.501869,0.502614,0.505903
27566.550000,0.495838,0.497366,0.501860,0.502644,0.505924
27568.200000,0.495809,0.497338,0.501844,0.502608,0.505927
27569.850000,0.495813,0.497310,0.501870,0.502565,0.505968
27571.500000,0.495824,0.497309,0.501871,0.502571,0.505971
27573.150000,0.495806,0.497348,0.501836,0.502576,0.505919
27574.800000,0.495805,0.497361,0.501831,0.502559,0.505914
27576.450000,0.495825,0.497332,0.501856,0.502555,0.505953
27578.100000,0.495820,0.497325,0.501887,0.502553,0.505946
27579.750000,0.495815,0.497348,0.501887,0.502541,0.505913
27581.400000,0.495827,0.497381,0.501856,0.502554,0.505910
27583.050000,0.495827,0.497413,0.501851,0.502565,0.505890
27584.700000,0.495821,0.497400,0.501868,0.502574,0.505879
27586.350000,0.495836,0.497339,0.501875,0.502598,0.505899
27588.000000,0.495848,0.497306,0.501868,0.502584,0.505898
27589.650000,0.495836,0.497312,0.501865,0.502569,0.505886
27591.300000,0.495828,0.497331,0.501857,0.502599,0.505875
27592.950000,0.495831,0.497350,0.501854,0.502605,0.505884
27594.600000,0.495821,0.497353,0.501869,0.502573,0.505916
27596.250000,0.495821,0.497352,0.501858,0.502551,0.505905
27597.900000,0.495841,0.497360,0.501859,0.502548,0.505881
27599.550000,0.495831,0.497361,0.501896,0.502566,0.505894
27601.200000,0.495819,0.497356,0.501918,0.502577,0.505897
27602.850000,0.495834,0.497353,0.501925,0.502572,0.505886
27604.500000,0.495835,0.497343,0.501899,0.502573,0.505891
27606.150000,0.495822,0.497340,0.501872,0.502559,0.505919
27607.800000,0.495816,0.497347,0.501877,0.502549,0.505930
27609.450000,0.495821,0.497373,0.501894,0.502562,0.505896
27611.100000,0.495832,0.497390,0.501912,0.502576,0.505893
27612.750000,0.495842,0.497363,0.501897,0.502588,0.505913
27614.400000,0.495846,0.497349,0.501861,0.502587,0.505901
27616.050000,0.495845,0.497380,0.501832,0.502579,0.505874
27617.700000,0.495845,0.497395,0.501821,0.502581,0.505870
27619.350000,0.495858,0.497360,0.501852,0.502577,0.505887
27621.000000,0.495873,0.497347,0.501876,0.502567,0.505900
27622.650000,0.495876,0.497362,0.501862,0.502558,0.505914
27624.300000,0.495876,0.497340,0.501871,0.502564,0.505911
27625.950000,0.495876,0.497333,0.501891,0.502551,0.505888
27627.600000,0.495870,0.497360,0.501873,0.502536,0.505902
27629.250000,0.495842,0.497376,0.501848,0.502546,0.505937
27630.900000,0.495821,0.497373,0.501850,0.502540,0.505934
27632.550000,0.495838,0.497347,0.501847,0.502544,0.505920
27634.200000,0.495870,0.497322,0.501819,0.502554,0.505912
27635.850000,0.495874,0.497326,0.501819,0.502543,0.505897
27637.500000,0.495846,0.497345,0.501852,0.502555,0.505902
27639.150000,0.495835,0.497347,0.501874,0.502564,0.505924
27640.800000,0.495837,0.497348,0.501898,0.502548,0.505931
27642.450000,0.495825,0.497363,0.501896,0.502556,0.505906
27644.100000,0.495823,0.497364,0.501867,0.502567,0.505887
27645.750000,0.495830,0.497341,0.501845,0.502557,0.505909
27647.400000,0.495817,0.497331,0.501842,0.502560,0.505947
27649.050000,0.495817,0.497336,0.501857,0.502565,0.505964
27650.700000,0.495830,0.497328,0.501863,0.502559,0.505947
27652.350000,0.495842,0.497336,0.501866,0.502549,0.505917
27654.000000,0.495851,0.497362,0.501871,0.502535,0.505913
27655.650000,0.495827,0.497365,0.501871,0.502534,0.505935
27657.300000,0.495806,0.497352,0.501874,0.502548,0.505940
27658.950000,0.495810,0.497352,0.501881,0.502563,0.505954
27660.600000,0.495812,0.497356,0.501866,0.502593,0.505959
27662.250000,0.495809,0.497364,0.501856,0.502587,0.505913
27663.900000,0.495809,0.497361,0.501887,0.502547,0.505888
27665.550000,0.495849,0.497356,0.501895,0.502556,0.505887
27667.200000,0.495881,0.497363,0.501865,0.502579,0.505886
27668.850000,0.495847,0.497382,0.501843,0.502582,0.505887
27670.500000,0.495820,0.497394,0.501846,0.502597,0.505894
27672.150000,0.495825,0.497385,0.501865,0.502607,0.505900
27673.800000,0.495822,0.497377,0.501867,0.502585,0.505897
27675.450000,0.495832,0.497350,0.501872,0.502561,0.505914
27677.100000,0.495851,0.497322,0.501892,0.502547,0.505929
27678.750000,0.495822,0.497315,0.501886,0.502545,0.505925
27680.400000,0.495802,0.497315,0.501860,0.502555,0.505918
27682.050000,0.495835,0.497314,0.501856,0.502552,0.505911
27683.700000,0.495848,0.497321,0.501866,0.502554,0.505914
27685.350000,0.495831,0.497348,0.501850,0.502561,0.505916
27687.000000,0.495828,0.497371,0.501838,0.502556,0.505899
27688.650000,0.495839,0.497382,0.501841,0.502554,0.505897
27690.300000,0.495831,0.497374,0.501839,0.502533,0.505940
27691.950000,0.495819,0.497356,0.501854,0.502516,0.505970
27693.600000,0.495825,0.497355,0.501886,0.502542,0.505935
27695.250000,0.495831,0.497369,0.501887,0.502566,0.505914
27696.900000,0.495819,0.497369,0.501868,0.502553,0.505936
27698.550000,0.495818,0.497346,0.501857,0.502549,0.505946
27700.200000,0.495841,0.497359,0.501850,0.502573,0.505935
27701.850000,0.495854,0.497387,0.501862,0.502576,0.505913
27703.500000,0.495840,0.497375,0.501891,0.502566,0.505897
27705.150000,0.495817,0.497368,0.501914,0.502570,0.505905
27706.800000,0.495798,0.497356,0.501888,0.502591,0.505911
27708.450000,0.495806,0.497319,0.501853,0.502597,0.505897
27710.100000,0.495834,0.497303,0.501852,0.502562,0.505898
27711.750000,0.495844,0.497322,0.501862,0.502544,0.505903
27713.400000,0.495856,0.497341,0.501880,0.502570,0.505889
27715.050000,0.495864,0.497356,0.501876,0.502605,0.505888
27716.700000,0.495832,0.497374,0.501877,0.502613,0.505887
27718.350000,0.495812,0.497363,0.501906,0.502590,0.505866
27720.000000,0.495823,0.497349,0.501894,0.502567,0.505879
27721.650000,0.495839,0.497360,0.501872,0.502562,0.505897
27723.300000,0.495869,0.497362,0.501873,0.502560,0.505883
27724.950000,0.495870,0.497367,0.501852,0.502568,0.505889
27726.600000,0.495842,0.497370,0.501841,0.502586,0.505915
27728.250000,0.495854,0.497367,0.501856,0.502587,0.505918
27729.900000,0.495883,0.497391,0.501857,0.502585,0.505908
27731.550000,0.495875,0.497385,0.501836,0.502580,0.505892
27733.200000,0.495842,0.497358,0.501853,0.502566,0.505877
27734.850000,0.495839,0.497361,0.501905,0.502556,0.505895
27736.500000,0.495838,0.497336,0.501923,0.502550,0.505926
27738.150000,0.495820,0.497327,0.501897,0.502549,0.505917
27739.800000,0.495841,0.497350,0.501858,0.502559,0.505887
27741.450000,0.495862,0.497342,0.501859,0.502568,0.505878
27743.100000,0.495862,0.497320,0.501867,0.502565,0.505895
27744.750000,0.495856,0.497321,0.501849,0.502564,0.505900
27746.400000,0.495838,0.497347,0.501855,0.502560,0.505884
27748.050000,0.495834,0.497357,0.501866,0.502560,0.505885
27749.700000,0.495835,0.497350,0.501863,0.502565,0.505901
27751.350000,0.495818,0.497355,0.501870,0.502569,0.505910
27753.000000,0.495801,0.497360,0.501880,0.502569,0.505919
27754.650000,0.495794,0.497359,0.501878,0.502571,0.505939
27756.300000,0.495802,0.497347,0.501861,0.502581,0.505929
27757.950000,0.495841,0.497332,0.501852,0.502563,0.505905
27759.600000,0.495864,0.497343,0.501872,0.502565,0.505893
27761.250000,0.495834,0.497342,0.501878,0.502594,0.505886
27762.900000,0.495798,0.497328,0.501874,0.502591,0.505904
27764.550000,0.495804,0.497344,0.501888,0.502593,0.505896
27766.200000,0.495834,0.497366,0.501883,0.502591,0.505880
27767.850000,0.495851,0.497367,0.501897,0.502578,0.505891
27769.500000,0.495841,0.497364,0.501916,0.502574,0.505894
27771.150000,0.495822,0.497370,0.501883,0.502558,0.505915
27772.800000,0.495822,0.497371,0.501858,0.502541,0.505929
27774.450000,0.495820,0.497378,0.501863,0.502541,0.505923
27776.100000,0.495820,0.497398,0.501853,0.502548,0.505898
27777.750000,0.495828,0.497392,0.501848,0.502539,0.505863
27779.400000,0.495832,0.497358,0.501852,0.502544,0.505861
27781.050000,0.495847,0.497334,0.501836,0.502567,0.505877
27782.700000,0.495849,0.497338,0.501860,0.502560,0.505887
27784.350000,0.495817,0.497358,0.501890,0.502540,0.505882
27786.000000,0.495806,0.497378,0.501864,0.502528,0.505883
27787.650000,0.495826,0.497374,0.501869,0.502524,0.505906
27789.300000,0.495834,0.497364,0.501885,0.502549,0.505929
27790.950000,0.495811,0.497370,0.501863,0.502575,0.505932
27792.600000,0.495804,0.497358,0.501829,0.502563,0.505931
27794.250000,0.495841,0.497361,0.501820,0.502535,0.505938
27795.900000,0.495876,0.497401,0.501826,0.502502,0.505935
27797.550000,0.495889,0.497413,0.501811,0.502508,0.505930
27799.200000,0.495894,0.497368,0.501817,0.502547,0.505918
27800.850000,0.495887,0.497324,0.501872,0.502555,0.505898
27802.500000,0.495879,0.497326,0.501919,0.502571,0.505905
27804.150000,0.495879,0.497343,0.501917,0.502589,0.505920
27805.800000,0.495869,0.497340,0.501890,0.502579,0.505911
27807.450000,0.495840,0.497345,0.501858,0.502567,0.505900
27809.100000,0.495812,0.497359,0.501846,0.502556,0.505889
27810.750000,0.495815,0.497356,0.501852,0.502537,0.505894
27812.400000,0.495839,0.497362,0.501843,0.502536,0.505913
27814.050000,0.495854,0.497373,0.501834,0.502566,0.505900
27815.700000,0.495847,0.497383,0.501826,0.502579,0.505877
27817.350000,0.495856,0.497401,0.501837,0.502544,0.505886
27819.000000,0.495852,0.497399,0.501865,0.502517,0.505890
27820.650000,0.495829,0.497389,0.501875,0.502536,0.505879
27822.300000,0.495830,0.497383,0.501860,0.502559,0.505867
27823.950000,0.495839,0.497359,0.501847,0.502553,0.505862
27825.600000,0.495838,0.497356,0.501864,0.502550,0.505878
27827.250000,0.495810,0.497380,0.501884,0.502554,0.505885
27828.900000,0.495813,0.497389,0.501883,0.502545,0.505885
27830.550000,0.495844,0.497373,0.501881,0.502563,0.505900
27832.200000,0.495851,0.497347,0.501867,0.502572,0.505914
27833.850000,0.495848,0.497325,0.501855,0.502540,0.505912
27835.500000,0.495839,0.497319,0.501861,0.502531,0.505891
27837.150000,0.495822,0.497328,0.501845,0.502539,0.505880
27838.800000,0.495797,0.497336,0.501845,0.502534,0.505889
27840.450000,0.495812,0.497342,0.501862,0.502544,0.505879
27842.100000,0.495842,0.497350,0.501831,0.502586,0.505864
27843.750000,0.495830,0.497375,0.501816,0.502603,0.505891
27845.400000,0.495813,0.497391,0.501851,0.502568,0.505920
27847.050000,0.495812,0.497365,0.501864,0.502543,0.505897
27848.700000,0.495836,0.497372,0.501847,0.502545,0.505863
27850.350000,0.495865,0.497415,0.501847,0.502561,0.505852
27852.000000,0.495868,0.497411,0.501853,0.502586,0.505861
27853.650000,0.495850,0.497384,0.501845,0.502597,0.505885
27855.300000,0.495824,0.497365,0.501838,0.502579,0.505885
27856.950000,0.495817,0.497348,0.501839,0.502557,0.505869
27858.600000,0.495835,0.497349,0.501867,0.502547,0.505879
27860.250000,0.495844,0.497341,0.501895,0.502541,0.505895
27861.900000,0.495831,0.497330,0.501872,0.502547,0.505888
27863.550000,0.495833,0.497332,0.501851,0.502570,0.505878
27865.200000,0.495832,0.497349,0.501863,0.502585,0.505890
27866.850000,0.495838,0.497366,0.501866,0.502567,0.505913
27868.500000,0.495867,0.497345,0.501850,0.502540,0.505918
27870.150000,0.495865,0.497325,0.501848,0.502539,0.505910
27871.800000,0.495844,0.497348,0.501872,0.502541,0.505908
27873.450000,0.495848,0.497373,0.501885,0.502543,0.505929
27875.100000,0.495859,0.497356,0.501871,0.502559,0.505951
27876.750000,0.495846,0.497360,0.501858,0.502574,0.505931
27878.400000,0.495839,0.497396,0.501876,0.502571,0.505919
27880.050000,0.495833,0.497385,0.501872,0.502552,0.505933
27881.700000,0.495819,0.497357,0.501835,0.502540,0.505927
27883.350000,0.495820,0.497368,0.501840,0.502537,0.505917
27885.000000,0.495834,0.497378,0.501869,0.502544,0.505913
27886.650000,0.495856,0.497363,0.501867,0.502543,0.505907
27888.300000,0.495862,0.497362,0.501842,0.502516,0.505901
27889.950000,0.495832,0.497386,0.501853,0.502540,0.505905
27891.600000,0.495815,0.497383,0.501865,0.502592,0.505900
27893.250000,0.495814,0.497353,0.501862,0.502591,0.505872
27894.900000,0.495809,0.497349,0.501889,0.502569,0.505869
27896.550000,0.495815,0.497363,0.501891,0.502568,0.505882
27898.200000,0.495819,0.497370,0.501872,0.502578,0.505886
27899.850000,0.495809,0.497370,0.501858,0.502572,0.505887
27901.500000,0.495825,0.497346,0.501850,0.502572,0.505886
27903.150000,0.495853,0.497320,0.501852,0.502585,0.505893
27904.800000,0.495853,0.497327,0.501851,0.502603,0.505904
27906.450000,0.495841,0.497342,0.501867,0.502601,0.505897
27908.100000,0.495831,0.497359,0.501886,0.502586,0.505868
27909.750000,0.495836,0.497368,0.501882,0.502588,0.505864
27911.400000,0.495841,0.497363,0.501864,0.502575,0.505901
27913.050000,0.495820,0.497362,0.501846,0.502557,0.505928
27914.700000,0.495801,0.497343,0.501836,0.502549,0.505931
27916.350000,0.495821,0.497334,0.501843,0.502545,0.505921
27918.000000,0.495855,0.497347,0.501869,0.502535,0.505915
27919.650000,0.495880,0.497349,0.501880,0.502532,0.505897
27921.300000,0.495883,0.497355,0.501880,0.502561,0.505866
27922.950000,0.495861,0.497355,0.501892,0.502580,0.505869
27924.600000,0.495829,0.497325,0.501894,0.502581,0.505876
27926.250000,0.495792,0.497308,0.501889,0.502572,0.505859
27927.900000,0.495782,0.497314,0.501876,0.502548,0.505877
27929.550000,0.495826,0.497313,0.501863,0.502542,0.505904
27931.200000,0.495889,0.497333,0.501860,0.502551,0.505899
27932.850000,0.495893,0.497359,0.501862,0.502563,0.505911
27934.500000,0.495855,0.497364,0.501879,0.502583,0.505923
27936.150000,0.495828,0.497378,0.501882,0.502586,0.505906
27937.800000,0.495812,0.497393,0.501869,0.502573,0.505884
27939.450000,0.495823,0.497381,0.501873,0.502575,0.505880
27941.100000,0.495822,0.497359,0.501884,0.502583,0.505890
27942.750000,0.495801,0.497358,0.501889,0.502571,0.505889
27944.400000,0.495820,0.497370,0.501868,0.502560,0.505888
27946.050000,0.495842,0.497381,0.501837,0.502561,0.505904
27947.700000,0.495849,0.497388,0.501846,0.502572,0.505908
27949.350000,0.495848,0.497377,0.501895,0.502573,0.505885
27951.000000,0.495820,0.497350,0.501907,0.502548,0.505882
27952.650000,0.495803,0.497339,0.501897,0.502557,0.505888
27954.300000,0.495823,0.497363,0.501910,0.502582,0.505880
27955.950000,0.495838,0.497380,0.501881,0.502560,0.505885
27957.600000,0.495838,0.497353,0.501844,0.502531,0.505889
27959.250000,0.495844,0.497318,0.501869,0.502549,0.505890
27960.900000,0.495851,0.497318,0.501911,0.502594,0.505889
27962.550000,0.495845,0.497350,0.501927,0.502595,0.505875
27964.200000,0.495838,0.497378,0.501898,0.502556,0.505879
27965.850000,0.495854,0.497372,0.501862,0.502550,0.505907
27967.500000,0.495872,0.497353,0.501854,0.502566,0.505928
27969.150000,0.495861,0.497338,0.501854,0.502570,0.505923
27970.800000,0.495837,0.497329,0.501858,0.502571,0.505920
27972.450000,0.495828,0.497342,0.501861,0.502564,0.505921
27974.100000,0.495847,0.497342,0.501853,0.502561,0.505904
27975.750000,0.495864,0.497339,0.501871,0.502557,0.505879
27977.400000,0.495853,0.497371,0.501909,0.502551,0.505888
27979.050000,0.495859,0.497383,0.501894,0.502563,0.505913
27980.700000,0.495862,0.497355,0.501865,0.502571,0.505894
27982.350000,0.495837,0.497331,0.501872,0.502551,0.505900
27984.000000,0.495843,0.497339,0.501872,0.502542,0.505925
27985.650000,0.495848,0.497373,0.501856,0.502553,0.505901
27987.300000,0.495831,0.497380,0.501842,0.502546,0.505900
27988.950000,0.495822,0.497373,0.501838,0.502538,0.505923
27990.600000,0.495824,0.497387,0.501853,0.502536,0.505917
27992.250000,0.495845,0.497379,0.501880,0.502550,0.505889
27993.900000,0.495861,0.497352,0.501895,0.502573,0.505856
27995.550000,0.495856,0.497358,0.501885,0.502591,0.505845
27997.200000,0.495843,0.497387,0.501861,0.502592,0.505868
27998.850000,0.495820,0.497366,0.501837,0.502569,0.505889
28000.500000,0.495814,0.497327,0.501853,0.502554,0.505876
28002.150000,0.495820,0.497329,0.501894,0.502583,0.505864
28003.800000,0.495827,0.497347,0.501902,0.502607,0.505874
28005.450000,0.495857,0.497356,0.501878,0.502592,0.505882
28007.100000,0.495879,0.497345,0.501856,0.502607,0.505881
28008.750000,0.495870,0.497357,0.501853,0.502629,0.505896
28010.400000,0.495857,0.497376,0.501876,0.502599,0.505905
28012.050000,0.495848,0.497371,0.501901,0.502558,0.505888
28013.700000,0.495839,0.497378,0.501906,0.502553,0.505879
28015.350000,0.495825,0.497388,0.501889,0.502556,0.505878
28017.000000,0.495815,0.497386,0.501879,0.502542,0.505875
28018.650000,0.495818,0.497392,0.501877,0.502538,0.505864
28020.300000,0.495818,0.497402,0.501861,0.502549,0.505866
28021.950000,0.495827,0.497408,0.501852,0.502556,0.505898
28023.600000,0.495849,0.497410,0.501866,0.502544,0.505911
28025.250000,0.495867,0.497408,0.501888,0.502541,0.505893
28026.900000,0.495876,0.497401,0.501905,0.502555,0.505897
28028.550000,0.495859,0.497393,0.501909,0.502556,0.505911
28030.200000,0.495847,0.497390,0.501884,0.502561,0.505913
28031.850000,0.495862,0.497382,0.501860,0.502571,0.505921
28033.500000,0.495875,0.497350,0.501857,0.502571,0.505939
28035.150000,0.495869,0.497324,0.501864,0.502566,0.505925
28036.800000,0.495880,0.497332,0.501885,0.502562,0.505876
